형태소,품사,분류,카운트
에러,Noun,8,2
에뤠비안,Noun,10,1
에리,Noun,10,1
에릭,Noun,7,1
에만,Josa,8,1
에만,Josa,10,4
에바,Noun,8,1
에버랜드,Noun,1,1
에버랜드,Noun,10,2
에서,Foreign,6,1
에서,Foreign,8,1
에서,Josa,1,13
에서,Josa,2,13
에서,Josa,4,7
에서,Josa,5,11
에서,Josa,6,18
에서,Josa,7,28
에서,Josa,8,77
에서,Josa,9,76
에서,Josa,10,984
에서가,Josa,10,1
에서까지,Josa,10,1
에서나,Josa,10,2
에서는,Josa,2,1
에서는,Josa,6,4
에서는,Josa,8,7
에서는,Josa,9,7
에서는,Josa,10,28
에서도,Josa,6,2
에서도,Josa,8,3
에서도,Josa,9,1
에서도,Josa,10,32
에서만,Josa,1,1
에서만,Josa,3,1
에서만,Josa,6,2
에서만,Josa,7,1
에서만,Josa,8,1
에서만,Josa,10,11
에서보다,Josa,8,1
에서보다,Josa,10,1
에서부터,Josa,6,1
에서부터,Josa,9,1
에서부터,Josa,10,5
에서야,Josa,9,2
에서야,Josa,10,3
에서와,Josa,10,1
에서의,Josa,5,1
에서의,Josa,10,2
에서처럼,Josa,4,1
에선,Josa,6,2
에선,Josa,7,1
에선,Josa,8,3
에선,Josa,9,5
에선,Josa,10,19
에소,Noun,10,1
에스,Noun,10,1
에스컬레이터,Noun,10,1
에스티,Noun,2,1
에스티,Noun,7,1
에스티,Noun,10,31
에아,Noun,10,1
에야,Josa,4,1
에어컨,Noun,2,1
에어컨,Noun,4,1
에어컨,Noun,9,1
에어컨,Noun,10,5
에어콘,Noun,6,1
에여,Josa,8,2
에여,Josa,9,1
에여,Josa,10,30
에요,Josa,4,1
에요,Josa,6,2
에요,Josa,7,1
에요,Josa,8,8
에요,Josa,9,8
에요,Josa,10,384
에이,Noun,1,1
에이,Noun,2,1
에이,Noun,9,1
에이,Noun,10,2
에티켓,Noun,10,1
에피소드,Noun,6,1
에피소드,Noun,10,1
에훃,Noun,4,1
엑,Exclamation,7,1
엑,Exclamation,10,3
엑셀,Noun,10,1
엑스,Noun,8,2
엑스,Noun,10,11
엑스맨,Noun,8,1
엑스맨,Noun,10,4
엑스트라,Noun,10,1
엔,Josa,1,6
엔,Josa,2,3
엔,Josa,3,2
엔,Josa,4,3
엔,Josa,5,1
엔,Josa,6,13
엔,Josa,7,9
엔,Josa,8,22
엔,Josa,9,14
엔,Josa,10,93
엔돌핀,Noun,10,1
엔드,Noun,10,1
엔드게임,Noun,1,1
엔드게임,Noun,9,1
엔드게임,Noun,10,26
엔드겡,Noun,10,1
엔딩,Noun,1,1
엔딩,Noun,6,2
엔딩,Noun,7,2
엔딩,Noun,8,3
엔딩,Noun,9,5
엔딩,Noun,10,28
엔딩크레딧,Noun,9,1
엔딩크레딧,Noun,10,8
엘레,Noun,10,1
엘리베이터,Noun,10,1
엘사,Noun,1,2
엘사,Noun,4,1
엘사,Noun,5,2
엘사,Noun,6,1
엘사,Noun,7,1
엘사,Noun,8,5
엘사,Noun,9,2
엘사,Noun,10,13
엠,Noun,10,1
엠마,Noun,10,1
엠마왓슨,Noun,10,2
엥,Exclamation,7,1
엥,Exclamation,8,1
엥,Exclamation,10,5
여,Josa,4,1
여,Josa,7,1
여,Josa,8,5
여,Josa,9,4
여,Josa,10,61
여,Modifier,1,2
여,Modifier,2,3
여,Modifier,5,1
여,Modifier,6,4
여,Modifier,7,3
여,Modifier,8,23
여,Modifier,9,10
여,Modifier,10,133
여,Noun,1,1
여,Noun,6,1
여,Noun,7,1
여,Noun,8,9
여,Noun,9,6
여,Noun,10,45
여건,Noun,10,2
여겨,Verb,10,1
여권,Noun,8,1
여권,Noun,9,1
여기,Noun,1,1
여기,Noun,2,2
여기,Noun,4,1
여기,Noun,5,2
여기,Noun,6,1
여기,Noun,8,2
여기,Noun,9,1
여기,Noun,10,14
여기서도,Verb,10,1
여기있나,Verb,10,1
여기저기,Noun,9,1
여긴,Verb,7,1
여긴,Verb,10,1
여느,Modifier,10,1
여당,Noun,7,1
여댜애지카옫,Noun,10,1
여동안의,Foreign,10,2
여러,Modifier,6,2
여러,Modifier,7,1
여러,Modifier,8,2
여러,Modifier,9,7
여러,Modifier,10,38
여러,Noun,10,11
여러가지,Noun,6,1
여러가지,Noun,10,5
여러분,Noun,1,1
여러분,Noun,4,1
여러분,Noun,8,1
여러분,Noun,10,63
여름,Noun,8,1
여름,Noun,9,2
여름,Noun,10,6
여름방학,Noun,9,2
여리,Adjective,10,1
여리고,Noun,8,1
여리해,Noun,10,1
여배우,Noun,5,1
여배우,Noun,6,1
여배우,Noun,8,5
여배우,Noun,9,8
여배우,Noun,10,34
여부,Noun,6,1
여쁜데,Noun,8,1
여서,Josa,4,1
여서,Josa,5,1
여서,Josa,6,1
여서,Josa,7,2
여서,Josa,8,1
여서,Josa,9,3
여서,Josa,10,46
여서,Noun,10,10
여섯,Determiner,9,1
여섯,Determiner,10,1
여섯,Noun,8,1
여섯,Noun,10,2
여성,Noun,3,1
여성,Noun,4,4
여성,Noun,5,3
여성,Noun,6,4
여성,Noun,7,1
여성,Noun,8,10
여성,Noun,9,7
여성,Noun,10,54
여성성,Noun,6,1
여성성,Noun,10,1
여성인권,Noun,8,1
여성인권,Noun,10,2
여신,Noun,6,1
여신,Noun,10,10
여아는,Verb,6,1
여아는,Verb,10,1
여야,Noun,7,1
여야,Noun,8,2
여야,Noun,10,1
여왕,Noun,5,1
여왕,Noun,9,2
여왕,Noun,10,5
여왕님,Noun,10,1
여요,Noun,8,1
여요,Noun,10,3
여우,Noun,10,4
여운,Noun,6,3
여운,Noun,7,1
여운,Noun,8,7
여운,Noun,9,3
여운,Noun,10,204
여운계,Noun,10,1
여운이네요,Verb,10,1
여유,Noun,1,1
여유,Noun,10,2
여윽시,Noun,5,1
여윽시,Noun,10,2
여의,Foreign,9,1
여의도,Noun,10,2
여인,Noun,8,1
여인,Noun,10,1
여자,Noun,1,5
여자,Noun,2,1
여자,Noun,4,2
여자,Noun,5,1
여자,Noun,6,5
여자,Noun,7,5
여자,Noun,8,20
여자,Noun,9,10
여자,Noun,10,82
여자도,Noun,10,2
여자라서,Noun,1,1
여자라서,Noun,6,2
여자라서,Noun,10,1
여자아이,Noun,10,4
여자애,Noun,10,1
여자친구,Noun,2,1
여자친구,Noun,6,1
여자친구,Noun,8,4
여자친구,Noun,9,2
여자친구,Noun,10,26
여잔,Verb,9,1
여잔,Verb,10,4
여장부,Noun,10,1
여전,Foreign,10,1
여전하고,Adjective,6,1
여전하다,Adjective,10,1
여전하시,Adjective,10,1
여전한,Adjective,10,1
여전한거,Adjective,10,1
여전히,Adjective,8,4
여전히,Adjective,10,15
여주,Noun,1,2
여주,Noun,3,1
여주,Noun,4,1
여주,Noun,6,13
여주,Noun,7,5
여주,Noun,8,43
여주,Noun,9,19
여주,Noun,10,213
여주보,Noun,10,1
여즌,Noun,10,1
여친,Noun,1,2
여친,Noun,8,1
여친,Noun,10,14
여캐,Noun,2,1
여캐,Noun,4,1
여태,Noun,4,1
여태,Noun,9,1
여태,Noun,10,19
여태껏,Noun,10,3
여하튼,Noun,10,1
여행,Noun,7,2
여행,Noun,8,4
여행,Noun,9,2
여행,Noun,10,62
여행가,Noun,8,1
여행가,Noun,9,1
여행가,Noun,10,1
여혐,Noun,3,1
여훈,Noun,10,1
역,Noun,1,1
역,Noun,2,3
역,Noun,4,1
역,Noun,5,1
역,Noun,6,5
역,Noun,7,8
역,Noun,8,15
역,Noun,9,17
역,Noun,10,138
역겨,Adjective,1,1
역겨운,Adjective,3,1
역겨운,Adjective,10,1
역대,Noun,1,3
역대,Noun,2,1
역대,Noun,8,3
역대,Noun,9,2
역대,Noun,10,188
역도,Noun,1,1
역도,Noun,10,10
역량,Noun,9,1
역량,Noun,10,3
역사,Noun,6,1
역사,Noun,8,1
역사,Noun,10,4
역사상,Noun,9,1
역사상,Noun,10,3
역쉬,Noun,9,2
역쉬,Noun,10,7
역시,Noun,1,3
역시,Noun,2,3
역시,Noun,4,1
역시,Noun,5,6
역시,Noun,6,9
역시,Noun,7,7
역시,Noun,8,46
역시,Noun,9,49
역시,Noun,10,571
역시나는,Adjective,10,1
역시네요,Adjective,10,1
역시란,Adjective,10,1
역시였다,Adjective,10,1
역은,Adjective,4,1
역은,Adjective,9,2
역은,Adjective,10,13
역작,Noun,9,1
역작,Noun,10,5
역적,Noun,8,1
역전,Noun,1,1
역전,Noun,8,1
역주행,Noun,5,1
역주행,Noun,8,1
역주행,Noun,9,2
역주행,Noun,10,11
역지,Adjective,10,1
역할,Noun,1,2
역할,Noun,2,2
역할,Noun,4,1
역할,Noun,6,3
역할,Noun,7,2
역할,Noun,8,15
역할,Noun,9,13
역할,Noun,10,143
역활,Noun,4,3
역활,Noun,7,1
역활,Noun,8,2
역활,Noun,9,2
역활,Noun,10,13
엮는,Noun,10,1
엯,Noun,10,1
연,Modifier,2,3
연,Modifier,4,1
연,Modifier,6,2
연,Modifier,7,1
연,Modifier,8,2
연,Modifier,9,2
연,Modifier,10,59
연,Noun,10,9
연가,Noun,10,1
연결,Noun,4,1
연결,Noun,8,1
연결한,Adjective,10,1
연관,Noun,10,1
연구,Noun,10,1
연극,Noun,8,1
연극,Noun,10,2
연기,Noun,1,9
연기,Noun,2,11
연기,Noun,3,1
연기,Noun,4,11
연기,Noun,5,4
연기,Noun,6,27
연기,Noun,7,20
연기,Noun,8,99
연기,Noun,9,76
연기,Noun,10,993
연기군,Noun,10,1
연기력,Noun,1,6
연기력,Noun,4,2
연기력,Noun,6,3
연기력,Noun,7,8
연기력,Noun,8,14
연기력,Noun,9,17
연기력,Noun,10,168
연기면,Noun,10,3
연기자,Noun,1,2
연기자,Noun,2,1
연기자,Noun,8,1
연기자,Noun,9,1
연기자,Noun,10,6
연달,Noun,6,1
연달,Noun,10,3
연대기,Noun,10,1
연령,Noun,8,2
연령,Noun,10,10
연륜,Noun,8,1
연모,Noun,10,1
연발,Noun,10,3
연배,Noun,10,2
연보,Noun,7,1
연상,Noun,6,1
연상,Noun,7,1
연상,Noun,9,1
연상,Noun,10,2
연상케,Noun,9,1
연속,Noun,7,1
연속,Noun,8,1
연속,Noun,10,15
연습,Noun,10,2
연식,Noun,8,1
연애,Noun,8,1
연애,Noun,10,1
연약해,Adjective,6,1
연예인,Noun,10,2
연인,Noun,6,1
연인,Noun,8,3
연인,Noun,9,4
연인,Noun,10,25
연주,Noun,10,1
연출,Noun,1,4
연출,Noun,2,2
연출,Noun,4,7
연출,Noun,5,10
연출,Noun,6,5
연출,Noun,7,19
연출,Noun,8,24
연출,Noun,9,19
연출,Noun,10,207
연호,Noun,10,1
연휴,Noun,10,2
연히,Adjective,9,1
열,Modifier,4,1
열,Modifier,8,6
열,Modifier,9,6
열,Modifier,10,37
열,Noun,8,1
열,Noun,9,2
열,Noun,10,13
열거,Noun,10,1
열게하는,Verb,10,1
열광,Noun,8,1
열광했던,Adjective,10,1
열기,Noun,10,1
열나고,Verb,10,1
열리길,Verb,10,1
열린,Verb,10,1
열릴,Verb,7,1
열릴수록,Verb,10,1
열립니다,Verb,10,1
열면,Verb,2,1
열반,Noun,10,1
열심,Noun,10,2
열심히,Adverb,4,1
열심히,Adverb,6,1
열심히,Adverb,8,1
열심히,Adverb,9,1
열심히,Adverb,10,9
열어,Verb,10,2
열어서,Verb,8,1
열어주길,Verb,10,1
열어주는,Verb,10,1
열어주면,Verb,10,1
열어줘요,Verb,10,1
열었네요,Verb,10,1
열었다,Verb,10,1
열연,Noun,6,1
열연,Noun,8,3
열연,Noun,9,1
열연,Noun,10,20
열자,Noun,10,3
열정,Noun,10,5
열풍,Noun,1,1
열풍,Noun,5,1
열풍,Noun,10,1
염,Noun,6,2
염,Noun,9,2
염,Noun,10,7
염두,Noun,10,1
염색,Noun,1,1
염장,Noun,8,1
염전,Noun,1,1
엽꿍,Noun,10,1
엿,Modifier,1,1
엿,Modifier,5,1
엿,Modifier,6,2
엿,Modifier,8,7
엿,Modifier,9,1
엿,Modifier,10,31
엿보여,Verb,10,1
엿본,Verb,10,1
엿볼,Verb,9,1
였,Verb,7,1
였,Verb,8,1
였,Verb,9,2
였,Verb,10,15
였거든요,Verb,10,1
였고,Verb,1,1
였고,Verb,4,1
였고,Verb,6,2
였고,Verb,8,1
였고,Verb,9,4
였고,Verb,10,46
였고요,Verb,10,1
였구,Verb,10,1
였구나,Verb,4,1
였구나,Verb,10,1
였구요,Verb,10,2
였군요,Verb,10,1
였나,Verb,1,2
였나,Verb,6,1
였나,Verb,8,3
였나,Verb,10,2
였네,Verb,10,6
였네요,Verb,1,1
였네요,Verb,2,1
였네요,Verb,5,1
였네요,Verb,6,1
였네요,Verb,7,1
였네요,Verb,8,1
였네요,Verb,9,2
였네요,Verb,10,34
였는게,Verb,10,1
였는데,Verb,1,1
였는데,Verb,6,1
였는데,Verb,8,4
였는데,Verb,9,5
였는데,Verb,10,35
였는지,Verb,7,1
였는지,Verb,10,1
였늠,Noun,10,1
였다,Verb,1,2
였다,Verb,2,2
였다,Verb,3,1
였다,Verb,4,4
였다,Verb,5,1
였다,Verb,7,5
였다,Verb,8,19
였다,Verb,9,15
였다,Verb,10,220
였다가,Verb,10,1
였다고,Verb,10,6
였다네,Verb,10,2
였다는,Verb,8,1
였다는,Verb,10,4
였다는걸,Verb,10,1
였다니,Verb,10,1
였다라는,Verb,10,1
였다말로,Verb,10,1
였다면,Verb,6,2
였다면,Verb,10,4
였다아,Verb,10,1
였답니다,Verb,10,1
였당,Verb,10,1
였던,Verb,4,1
였던,Verb,8,1
였던,Verb,10,21
였던거,Verb,8,1
였던거,Verb,10,3
였던건,Verb,9,1
였던건,Verb,10,1
였던것,Verb,10,1
였던듯,Verb,9,1
였슴지니,Noun,8,1
였습니다,Verb,1,1
였습니다,Verb,2,1
였습니다,Verb,3,1
였습니다,Verb,7,2
였습니다,Verb,8,18
였습니다,Verb,9,20
였습니다,Verb,10,250
였어,Verb,6,1
였어,Verb,8,1
였어,Verb,10,10
였어여,Verb,10,3
였어오,Verb,10,1
였어요,Verb,2,1
였어요,Verb,3,1
였어요,Verb,4,2
였어요,Verb,5,3
였어요,Verb,6,4
였어요,Verb,7,2
였어요,Verb,8,17
였어요,Verb,9,13
였어요,Verb,10,386
였어용,Verb,1,1
였어용,Verb,10,3
였어이,Verb,5,1
였었는데,Verb,10,2
였오요,Verb,10,1
였으니까,Verb,6,1
였으며,Verb,6,1
였으며,Verb,8,2
였으며,Verb,10,3
였으면,Verb,8,1
였으면,Verb,10,3
였을,Verb,8,1
였을,Verb,9,1
였을,Verb,10,4
였을거,Verb,8,1
였을까,Verb,3,1
였을듯,Verb,8,1
였을탠데,Noun,8,1
였을텐데,Verb,10,1
였음,Eomi,5,1
였음,Eomi,8,2
였음,Eomi,10,5
였음,Verb,1,2
였음,Verb,2,2
였음,Verb,5,2
였음,Verb,6,8
였음,Verb,7,1
였음,Verb,8,11
였음,Verb,9,6
였음,Verb,10,115
였지,Verb,4,1
였지만,Verb,8,4
였지만,Verb,10,14
영,Modifier,1,3
영,Modifier,2,4
영,Modifier,4,3
영,Modifier,5,5
영,Modifier,6,11
영,Modifier,7,10
영,Modifier,8,49
영,Modifier,9,38
영,Modifier,10,518
영,Noun,1,2
영,Noun,4,1
영,Noun,8,1
영,Noun,9,5
영,Noun,10,29
영감,Noun,10,1
영광,Noun,8,1
영광,Noun,10,3
영구,Noun,10,1
영국,Noun,8,1
영국,Noun,10,1
영국인,Noun,10,1
영등포,Noun,10,1
영락,Noun,8,1
영롱,Noun,10,1
영롱해요,Adjective,10,1
영리하,Adjective,7,1
영리하네,Adjective,9,1
영리함,Adjective,9,1
영문,Noun,10,1
영상,Noun,1,3
영상,Noun,2,1
영상,Noun,4,4
영상,Noun,6,9
영상,Noun,7,12
영상,Noun,8,42
영상,Noun,9,43
영상,Noun,10,423
영악,Noun,7,1
영어,Noun,6,1
영어,Noun,8,4
영어,Noun,9,3
영어,Noun,10,13
영어권,Noun,10,1
영업,Noun,10,1
영웅,Noun,6,1
영웅,Noun,7,1
영웅,Noun,10,1
영원하고요,Adjective,10,1
영원하다,Adjective,10,2
영원하다라는,Adjective,10,1
영원하라,Adjective,10,3
영원하자,Adjective,10,1
영원한,Adjective,10,3
영원할듯,Adjective,10,1
영원히,Adjective,8,1
영원히,Adjective,9,2
영원히,Adjective,10,3
영음,Noun,10,1
영적,Noun,7,1
영하,Noun,6,1
영향,Noun,6,1
영호,Noun,8,1
영호,Noun,10,10
영혼,Noun,7,1
영혼,Noun,10,7
영화,Foreign,9,1
영화,Noun,1,147
영화,Noun,2,72
영화,Noun,3,14
영화,Noun,4,52
영화,Noun,5,46
영화,Noun,6,137
영화,Noun,7,144
영화,Noun,8,527
영화,Noun,9,506
영화,Noun,10,8049
영화개봉,Noun,10,1
영화계,Noun,10,3
영화공주,Noun,8,1
영화관,Noun,1,3
영화관,Noun,2,2
영화관,Noun,4,1
영화관,Noun,5,1
영화관,Noun,6,3
영화관,Noun,7,4
영화관,Noun,8,9
영화관,Noun,9,16
영화관,Noun,10,400
영화광,Noun,10,2
영화니,Noun,6,1
영화니,Noun,10,1
영화동,Noun,10,1
영화로,Noun,4,1
영화로,Noun,6,4
영화로,Noun,7,4
영화로,Noun,8,17
영화로,Noun,9,12
영화로,Noun,10,120
영화목록,Noun,10,1
영화배우,Noun,10,3
영화사,Noun,1,1
영화사,Noun,8,1
영화사,Noun,10,2
영화상,Noun,2,1
영화상,Noun,10,2
영화음악,Noun,7,1
영화음악,Noun,8,2
영화음악,Noun,9,2
영화음악,Noun,10,9
영화인,Noun,1,3
영화인,Noun,2,1
영화인,Noun,6,3
영화인,Noun,7,3
영화인,Noun,8,8
영화인,Noun,9,4
영화인,Noun,10,56
영화제,Noun,10,1
영화제작,Noun,4,1
영화처럼,Foreign,10,1
영화평론,Noun,10,1
영화평론가,Noun,9,1
영화평론가,Noun,10,2
영환,Noun,2,2
영환,Noun,8,1
영환,Noun,10,8
영활,Noun,10,2
영홥니,Noun,10,2
영희,Noun,10,1
옅어,Adjective,8,1
옆,Noun,1,2
옆,Noun,2,1
옆,Noun,8,1
옆,Noun,9,2
옆,Noun,10,26
옆방,Noun,10,1
옆옆옆,Noun,10,1
예,Modifier,5,1
예,Modifier,6,1
예,Modifier,8,2
예,Modifier,9,1
예,Modifier,10,19
예,Noun,8,2
예,Noun,9,2
예,Noun,10,9
예고,Noun,6,1
예고,Noun,9,2
예고,Noun,10,5
예고편,Noun,1,1
예고편,Noun,5,1
예고편,Noun,6,1
예고편,Noun,7,2
예고편,Noun,8,2
예고편,Noun,9,3
예고편,Noun,10,50
예기,Noun,6,1
예기,Noun,10,1
예나,Noun,10,1
예매,Noun,6,1
예매,Noun,8,3
예매,Noun,9,5
예매,Noun,10,55
예민했는데,Adjective,10,1
예버,Noun,10,2
예보,Noun,10,1
예브,Noun,9,1
예뻐,Adjective,8,1
예뻐,Adjective,9,4
예뻐,Adjective,10,14
예뻐서,Adjective,7,1
예뻐서,Adjective,8,4
예뻐서,Adjective,9,4
예뻐서,Adjective,10,37
예뻐여,Adjective,9,1
예뻐여,Adjective,10,1
예뻐요,Adjective,8,11
예뻐요,Adjective,10,84
예뻐용,Adjective,10,6
예뻣다,Noun,10,1
예뻤고,Adjective,8,2
예뻤고,Adjective,9,2
예뻤고,Adjective,10,12
예뻤구요,Adjective,10,1
예뻤네요,Adjective,10,1
예뻤다,Adjective,4,1
예뻤다,Adjective,6,1
예뻤다,Adjective,8,3
예뻤다,Adjective,10,2
예뻤다가,Adjective,10,1
예뻤다고,Adjective,10,1
예뻤던,Adjective,8,1
예뻤던,Adjective,10,1
예뻤습니다,Adjective,10,3
예뻤어요,Adjective,10,8
예뻤으면,Adjective,10,1
예뻤음,Adjective,6,1
예뻤음,Adjective,8,2
예뻤음,Adjective,10,5
예뻤지만,Adjective,8,1
예뻤지만,Adjective,10,3
예뽀,Noun,9,1
예뿌,Noun,7,1
예쀼,Noun,10,1
예쁘,Adjective,7,1
예쁘,Adjective,8,1
예쁘,Adjective,9,1
예쁘,Adjective,10,5
예쁘게,Adjective,7,1
예쁘게,Adjective,10,8
예쁘겠군,Adjective,8,1
예쁘고,Adjective,6,5
예쁘고,Adjective,7,3
예쁘고,Adjective,8,24
예쁘고,Adjective,9,11
예쁘고,Adjective,10,247
예쁘고다,Adjective,10,1
예쁘고요,Adjective,10,1
예쁘구,Adjective,10,2
예쁘구요,Adjective,10,2
예쁘네,Adjective,10,3
예쁘네요,Adjective,8,1
예쁘네요,Adjective,9,3
예쁘네요,Adjective,10,12
예쁘니,Adjective,10,1
예쁘다,Adjective,1,1
예쁘다,Adjective,5,1
예쁘다,Adjective,7,2
예쁘다,Adjective,8,5
예쁘다,Adjective,9,1
예쁘다,Adjective,10,35
예쁘다고,Adjective,8,1
예쁘다고,Adjective,10,2
예쁘다는,Adjective,10,1
예쁘다는거,Adjective,8,1
예쁘다라는,Adjective,10,1
예쁘당,Adjective,10,1
예쁘더라,Adjective,10,1
예쁘며,Adjective,10,1
예쁘면,Adjective,10,1
예쁘면서,Adjective,10,1
예쁘세요,Adjective,10,1
예쁘셔서,Adjective,10,1
예쁘시고,Adjective,10,2
예쁘요,Adjective,10,1
예쁘잖아요,Adjective,10,1
예쁘지,Adjective,10,1
예쁘지도,Adjective,1,1
예쁘지만,Adjective,10,2
예쁜,Adjective,1,2
예쁜,Adjective,6,2
예쁜,Adjective,7,1
예쁜,Adjective,8,6
예쁜,Adjective,9,1
예쁜,Adjective,10,50
예쁜거,Adjective,10,2
예쁜거죠,Adjective,10,2
예쁜건,Adjective,8,1
예쁜건,Adjective,10,3
예쁜것,Adjective,10,2
예쁜게,Adjective,10,1
예쁜데,Adjective,6,2
예쁜데,Adjective,8,1
예쁜데,Adjective,10,4
예쁜듯,Adjective,10,1
예쁠까,Adjective,10,1
예쁨,Adjective,1,1
예쁨,Adjective,2,1
예쁨,Adjective,6,1
예쁨,Adjective,8,4
예쁨,Adjective,9,5
예쁨,Adjective,10,58
예쁨니다,Adjective,10,1
예쁨에,Adjective,7,1
예쁨에,Adjective,10,1
예쁩니다,Adjective,6,2
예쁩니다,Adjective,10,2
예사로,Noun,9,1
예산,Noun,7,1
예산,Noun,8,1
예산,Noun,10,1
예상,Noun,5,1
예상,Noun,6,1
예상,Noun,7,8
예상,Noun,8,6
예상,Noun,9,4
예상,Noun,10,27
예상외,Noun,9,2
예상외,Noun,10,4
예서,Noun,10,1
예수,Noun,7,1
예술,Noun,2,3
예술,Noun,8,2
예술,Noun,9,1
예술,Noun,10,20
예술가,Noun,9,1
예습,Noun,8,1
예습,Noun,10,1
예시,Noun,9,1
예시,Noun,10,2
예약,Noun,6,1
예약,Noun,10,8
예여,Josa,2,1
예외,Noun,10,1
예요,Josa,1,1
예요,Josa,4,1
예요,Josa,6,2
예요,Josa,8,5
예요,Josa,9,4
예요,Josa,10,188
예이예,Noun,10,1
예전,Noun,1,1
예전,Noun,4,1
예전,Noun,5,1
예전,Noun,7,2
예전,Noun,8,10
예전,Noun,9,8
예전,Noun,10,56
예절,Noun,9,1
예정,Noun,6,1
예정,Noun,8,2
예정,Noun,9,3
예정,Noun,10,58
예측,Noun,8,1
예측,Noun,10,1
옛,Adverb,6,2
옛,Adverb,8,4
옛,Adverb,9,8
옛,Adverb,10,25
옛,Modifier,7,2
옛,Modifier,8,2
옛,Modifier,9,1
옛,Modifier,10,24
옛날,Noun,1,1
옛날,Noun,4,1
옛날,Noun,6,5
옛날,Noun,7,2
옛날,Noun,8,9
옛날,Noun,9,11
옛날,Noun,10,90
옛날이야기,Noun,4,2
옛날이야기,Noun,7,1
옛이야기,Noun,5,1
옛적,Noun,7,1
옛적,Noun,8,1
옛적,Noun,10,2
옜날,Noun,10,3
오,Exclamation,10,3
오,Modifier,1,1
오,Modifier,2,2
오,Modifier,4,2
오,Modifier,6,4
오,Modifier,7,2
오,Modifier,8,9
오,Modifier,9,4
오,Modifier,10,65
오,Noun,6,2
오,Noun,8,3
오,Noun,10,39
오감,Noun,10,5
오게하는,Verb,10,1
오고,Verb,10,3
오곡,Noun,10,1
오그라드는,Verb,6,1
오그라들긴,Verb,8,1
오글거려,Verb,2,1
오글거려서,Verb,4,1
오글거려서,Verb,6,1
오글거려서,Verb,10,1
오글거려여,Verb,8,1
오글거렸,Verb,1,1
오글거렸습니다,Verb,7,1
오글거렸어요,Verb,4,1
오글거리고,Verb,2,1
오글거리고,Verb,6,1
오글거리고,Verb,8,1
오글거리고,Verb,10,2
오글거리긴,Verb,6,1
오글거리긴,Verb,9,1
오글거리는데,Verb,10,1
오글거리지도,Verb,10,1
오글거리지만,Verb,10,1
오글거린다,Verb,6,1
오글거린다,Verb,8,1
오글거린다고,Verb,10,1
오글거린다는,Verb,10,1
오글거릴까,Verb,10,1
오글거릴까봐,Verb,10,1
오글거림,Verb,10,1
오글거림을,Verb,7,1
오글거림이있다,Verb,10,1
오글오글,Adverb,8,1
오길,Verb,10,2
오네요,Verb,10,1
오노래도,Verb,10,1
오뉴월,Noun,10,2
오는,Modifier,10,5
오는,Verb,6,2
오는,Verb,10,8
오는데,Verb,10,1
오늘,Noun,2,1
오늘,Noun,6,2
오늘,Noun,8,1
오늘,Noun,9,4
오늘,Noun,10,143
오늘날,Noun,10,1
오늘밤,Noun,10,1
오니,Noun,10,2
오다니,Verb,10,1
오대,Modifier,10,1
오더라,Verb,1,1
오던데,Verb,10,1
오디션,Noun,8,1
오디션,Noun,10,1
오락,Noun,6,2
오락,Noun,7,2
오락,Noun,8,3
오락,Noun,9,3
오락,Noun,10,8
오래,Adverb,4,1
오래,Adverb,5,1
오래,Adverb,8,1
오래,Adverb,9,3
오래,Adverb,10,34
오래간만,Adverb,10,3
오래도록,Adverb,10,2
오래되어서,Adjective,10,1
오래되었지만,Adjective,10,1
오래된,Adjective,8,1
오래된,Adjective,10,2
오래됬지만,Adjective,10,1
오래오래,Noun,8,1
오래오래,Noun,10,2
오래전,Adverb,9,1
오래전,Adverb,10,7
오랜,Adverb,8,1
오랜,Adverb,10,4
오랜,Modifier,1,1
오랜,Modifier,4,1
오랜,Modifier,6,1
오랜,Modifier,7,3
오랜,Modifier,8,18
오랜,Modifier,9,14
오랜,Modifier,10,268
오랜만,Adverb,10,6
오랫,Modifier,2,1
오랫,Modifier,8,1
오랫,Modifier,10,29
오랫동안,Adverb,4,1
오랫동안,Adverb,8,2
오랫동안,Adverb,10,1
오랬,Noun,10,1
오랸,Noun,8,1
오로라,Noun,9,1
오로지,Adverb,5,1
오로지,Adverb,8,1
오로지,Adverb,10,1
오류,Noun,10,1
오르게,Verb,10,2
오르고,Verb,8,1
오르기만,Verb,1,1
오르는게,Verb,10,1
오른,Noun,7,1
오른다는,Verb,1,1
오른듯,Verb,10,1
오를듯,Verb,10,1
오름,Noun,8,1
오름,Noun,9,3
오름,Noun,10,15
오리,Noun,8,2
오리,Noun,9,2
오리,Noun,10,3
오리엔탈리즘,Noun,6,2
오리엔탈리즘,Noun,8,1
오리진,Noun,8,1
오리진,Noun,10,1
오마이,Noun,9,1
오마이갓,Noun,10,2
오마주,Noun,10,1
오마쥬,Noun,4,1
오마쥬,Noun,8,1
오만,Noun,10,1
오매불망,Noun,10,1
오면,Verb,9,1
오면,Verb,10,4
오면서,Verb,10,1
오묘한,Adjective,10,1
오미자,Noun,10,1
오버,Noun,4,1
오버,Noun,6,3
오버,Noun,7,2
오버,Noun,8,4
오버,Noun,9,1
오버,Noun,10,6
오붓하게,Adjective,10,1
오브,Noun,2,1
오브,Noun,10,4
오빠,Noun,8,1
오빠,Noun,10,10
오빠,Suffix,9,1
오빠,Suffix,10,4
오세요,Verb,10,3
