형태소,품사,분류,카운트
고싶었,Adjective,10,1
고양이,Noun,4,2
고양이,Noun,6,3
고양이,Noun,7,1
고양이,Noun,8,1
고양이,Noun,9,1
고양이,Noun,10,10
고였다,Adjective,10,1
고였던,Adjective,10,1
고영,Noun,9,1
고우니랑,Adjective,10,1
고우리,Noun,6,1
고자,Noun,6,1
고자,Noun,10,1
고작,Noun,10,1
고재,Noun,10,1
고전,Noun,1,1
고전,Noun,7,1
고전,Noun,8,1
고전,Noun,10,4
고정관념,Noun,7,1
고증,Noun,10,1
고집,Noun,1,1
고참,Noun,8,1
고철,Noun,10,1
고초,Noun,4,1
고추가,Noun,6,1
고치,Noun,9,1
고치,Noun,10,1
고프,Adjective,10,1
고함,Noun,1,1
고함,Noun,4,1
고해,Noun,2,1
고해,Noun,8,2
고해,Noun,10,1
고향,Noun,9,1
고향,Noun,10,2
고화질,Noun,4,1
고화질,Noun,7,1
곡,Noun,1,1
곡,Noun,2,1
곡,Noun,4,5
곡,Noun,6,9
곡,Noun,7,3
곡,Noun,8,6
곡,Noun,9,3
곡,Noun,10,7
곤,Noun,4,1
곤,Noun,5,1
곤,Noun,6,1
곤,Noun,10,1
곤충,Noun,7,1
곤충,Noun,10,2
곧,Noun,4,1
곧,Noun,6,1
곧,Noun,8,1
곧,Noun,10,1
골,Noun,4,1
골,Noun,9,1
골,Noun,10,1
골고,Verb,5,1
골면서,Verb,6,1
골짜기,Noun,1,1
골짜기,Noun,3,1
골짜기,Noun,8,2
골짜기,Noun,10,1
곰,Noun,4,2
곰돌이,Noun,9,1
곱,Noun,10,1
곱니다,Adjective,8,1
곱니다,Adjective,10,5
곱추,Noun,2,1
곳,Noun,2,1
곳,Noun,6,1
곳,Noun,7,1
곳,Noun,10,6
곳곳,Noun,10,1
곳곳이,Noun,6,1
공,Modifier,6,2
공,Modifier,9,1
공,Noun,2,1
공,Noun,8,2
공,Noun,10,4
공간,Noun,6,1
공감,Noun,2,1
공감,Noun,3,2
공감,Noun,4,1
공감,Noun,5,1
공감,Noun,6,3
공감,Noun,7,2
공감,Noun,8,4
공감,Noun,9,2
공감,Noun,10,7
공격,Noun,1,1
공공,Modifier,10,1
공룡,Noun,1,1
공부,Noun,1,1
공부,Noun,5,1
공연,Noun,7,1
공영,Noun,10,1
공원,Noun,6,1
공원,Noun,10,1
공위,Noun,2,1
공유,Noun,8,1
공유,Noun,10,3
공이,Noun,6,1
공작,Noun,8,1
공작,Noun,10,1
공정,Noun,6,1
공존,Noun,6,1
공존,Noun,9,1
공주,Noun,3,1
공주,Noun,4,2
공주,Noun,6,1
공주,Noun,8,2
공주,Noun,10,1
공짜,Noun,2,1
공포영화,Noun,8,1
공포영화,Noun,9,1
과,Foreign,10,1
과,Josa,1,12
과,Josa,2,8
과,Josa,3,5
과,Josa,4,17
과,Josa,5,20
과,Josa,6,76
과,Josa,7,48
과,Josa,8,160
과,Josa,9,66
과,Josa,10,450
과,Noun,2,2
과,Noun,4,2
과,Noun,5,5
과,Noun,6,3
과,Noun,7,2
과,Noun,8,4
과,Noun,9,5
과,Noun,10,6
과감,Noun,10,1
과거,Noun,2,1
과거,Noun,5,1
과거,Noun,6,1
과거,Noun,7,5
과거,Noun,8,2
과거,Noun,9,1
과거,Noun,10,10
과극,Noun,8,1
과극,Noun,10,1
과는,Josa,5,4
과는,Josa,8,4
과는,Josa,9,5
과는,Josa,10,31
과도,Josa,8,1
과도,Josa,10,1
과도,Noun,1,1
과도,Noun,6,1
과도,Noun,7,1
과도,Noun,10,2
과로,Noun,8,1
과시,Noun,5,1
과시,Noun,6,1
과시,Noun,10,1
과실,Noun,8,1
과실,Noun,9,1
과연,Noun,2,1
과연,Noun,6,2
과연,Noun,9,1
과유,Noun,4,2
과유,Noun,5,1
과유,Noun,6,1
과의,Josa,5,2
과의,Josa,6,1
과의,Josa,8,2
과의,Josa,9,2
과의,Josa,10,3
과잉,Noun,4,1
과장,Noun,2,2
과장,Noun,4,1
과장,Noun,6,1
과장,Noun,8,5
과장,Noun,9,1
과장,Noun,10,6
과장해서,Adjective,8,1
과정,Noun,2,1
과정,Noun,9,1
과정,Noun,10,2
과제,Noun,4,1
과학,Noun,6,1
과학,Noun,10,2
과학관,Noun,1,1
관,Noun,1,1
관,Noun,4,1
관,Noun,7,1
관,Noun,8,1
관,Noun,9,1
관,Noun,10,20
관객,Noun,1,1
관객,Noun,4,1
관객,Noun,5,2
관객,Noun,6,3
관객,Noun,7,1
관객,Noun,8,2
관객,Noun,9,1
관객,Noun,10,7
관객수,Noun,6,1
관건,Noun,10,1
관계,Noun,8,1
관계,Noun,10,1
관계없이,Adverb,10,1
관계자,Noun,10,1
관광,Noun,10,1
관내,Noun,6,1
관념,Noun,1,1
관람,Noun,1,1
관람,Noun,2,3
관람,Noun,6,5
관람,Noun,7,2
관람,Noun,8,9
관람,Noun,9,4
관람,Noun,10,34
관람객,Noun,8,1
관람객,Noun,9,1
관람객,Noun,10,1
관람했슴,Noun,10,1
관련,Noun,10,1
관리,Noun,5,1
관리,Noun,10,2
관심,Noun,7,2
관심,Noun,8,1
관심,Noun,10,1
관인,Noun,10,1
관점,Noun,10,4
관찰,Noun,8,1
광,Noun,5,1
광,Noun,10,1
광경,Noun,7,1
광경,Noun,8,1
광고,Noun,1,1
광고,Noun,2,2
광고,Noun,7,1
광고,Noun,10,1
광대,Noun,10,1
광덕,Noun,1,1
광팬,Noun,8,1
광화,Noun,8,1
광활한,Adjective,9,1
광활한,Adjective,10,2
광활함,Adjective,10,1
괘씸한,Adjective,2,1
괜,Noun,6,1
괜,Noun,10,3
괜잖,Noun,10,1
괜찮,Adjective,6,1
괜찮,Adjective,7,1
괜찮,Adjective,10,1
괜찮게,Adjective,6,1
괜찮겠으나,Adjective,5,1
괜찮고,Adjective,10,4
괜찮냐,Adjective,10,1
괜찮네,Adjective,4,1
괜찮네요,Adjective,8,2
괜찮네요,Adjective,10,1
괜찮다,Adjective,1,1
괜찮더라구요,Adjective,9,1
괜찮던데,Adjective,8,1
괜찮던데요,Adjective,8,1
괜찮습니다,Adjective,9,1
괜찮아,Adjective,8,1
괜찮아요,Adjective,7,1
괜찮아요,Adjective,8,2
괜찮아요,Adjective,9,1
괜찮아요,Adjective,10,2
괜찮앗습니다,Adjective,9,1
괜찮았,Adjective,7,1
괜찮았고,Adjective,9,1
괜찮았는데,Adjective,6,1
괜찮았는데,Adjective,7,1
괜찮았는데,Adjective,8,1
괜찮았다,Adjective,7,2
괜찮았다,Adjective,8,5
괜찮았다,Adjective,9,1
괜찮았던거,Adjective,10,1
괜찮았습니다,Adjective,10,2
괜찮았어,Adjective,10,1
괜찮았어요,Adjective,7,2
괜찮았어요,Adjective,8,3
괜찮았어요,Adjective,9,1
괜찮았어요,Adjective,10,5
괜찮았으나,Adjective,9,1
괜찮았으나디,Adjective,6,1
괜찮았을듯,Adjective,6,1
괜찮았음,Adjective,4,2
괜찮았음,Adjective,7,2
괜찮았음,Adjective,8,3
괜찮았음,Adjective,9,2
괜찮았음,Adjective,10,6
괜찮았지만,Adjective,6,2
괜찮았지만,Adjective,10,1
괜찮은,Adjective,5,1
괜찮은,Adjective,6,6
괜찮은,Adjective,8,3
괜찮은,Adjective,9,1
괜찮은,Adjective,10,2
괜찮은데,Adjective,2,1
괜찮은데,Adjective,6,1
괜찮은데,Adjective,10,1
괜찮을,Adjective,5,1
괜찮을,Adjective,9,1
괜찮을,Adjective,10,1
괜찮을지,Adjective,9,1
괜찮음,Adjective,9,1
괜찮음,Adjective,10,1
괜춘,Noun,4,1
괜춘,Noun,9,1
괜히,Adverb,1,2
괜히,Adverb,2,1
괜히,Adverb,7,3
괜히,Adverb,9,1
괜히,Adverb,10,10
괴로,Adjective,5,1
괴롭히는,Verb,10,1
괴롭힐,Verb,10,1
괴리감,Noun,1,1
괴리감,Noun,3,1
괴리감,Noun,5,2
괴리감,Noun,6,2
괴리감,Noun,7,2
괴리감,Noun,8,2
괴리감,Noun,10,3
괴물,Noun,10,1
괴작,Noun,1,1
굉장하긴,Adjective,7,1
굉장하다,Adjective,10,1
굉장한데,Adjective,4,1
굉장합니다,Adjective,7,1
굉장히,Adjective,4,2
굉장히,Adjective,6,1
굉장히,Adjective,7,2
굉장히,Adjective,8,5
굉장히,Adjective,10,7
굉장히잘,Adjective,10,1
교,Noun,10,1
교감,Noun,2,2
교감,Noun,10,2
교과서,Noun,1,1
교육,Noun,1,1
교육,Noun,4,1
교육,Noun,8,1
교육,Noun,10,2
교육방송,Noun,1,1
교정,Noun,10,1
교질,Noun,1,1
교환,Noun,10,1
교활한,Adjective,6,1
교활함이,Adjective,7,1
교훈,Noun,5,1
교훈,Noun,6,1
교훈,Noun,7,1
교훈,Noun,8,2
교훈,Noun,10,21
굘,Noun,10,2
구,Modifier,1,1
구,Modifier,2,1
구,Modifier,7,1
구,Modifier,8,1
구,Modifier,9,1
구,Modifier,10,7
구,Noun,5,1
구,Noun,6,2
구,Noun,9,2
구,Noun,10,9
구간,Noun,1,2
구간,Noun,4,1
구경,Noun,1,1
구경,Noun,3,1
구경,Noun,6,1
구경,Noun,8,1
구경,Noun,10,1
구관,Noun,8,1
구구,Noun,8,1
구글링,Noun,10,1
구나,Noun,7,1
구나,Noun,8,1
구나,Noun,9,1
구나,Noun,10,2
구도,Noun,5,1
구도,Noun,6,1
구도,Noun,7,1
구도,Noun,9,1
구도,Noun,10,1
구라,Noun,1,1
구라안치고,Verb,1,1
구름,Noun,1,1
구름,Noun,6,2
구름,Noun,9,1
구리,Noun,10,1
구리니,Adjective,6,1
구린,Adjective,2,1
구매,Noun,2,1
구매,Noun,4,1
구매,Noun,10,3
구별,Noun,2,1
구별,Noun,4,2
구별,Noun,9,2
구별,Noun,10,4
구분,Noun,3,1
구분,Noun,4,2
구분,Noun,5,1
구분,Noun,6,8
구분,Noun,7,3
구분,Noun,8,7
구분,Noun,9,3
구분,Noun,10,8
구석,Noun,10,2
구성,Noun,4,3
구성,Noun,8,3
구성,Noun,9,2
구성,Noun,10,5
구수,Noun,10,1
구식,Noun,8,1
구심,Noun,6,1
구애,Noun,10,1
구워,Verb,8,1
구입,Noun,6,1
구자체,Noun,9,1
구지,Noun,7,1
구체,Noun,6,1
구출,Noun,9,1
구태여,Noun,1,1
구현,Noun,2,2
구현,Noun,4,1
구현,Noun,6,1
구현,Noun,7,2
구현,Noun,8,7
구현,Noun,10,4
국,Noun,1,1
국,Noun,10,1
국내,Noun,1,1
국내,Noun,10,2
국민,Noun,10,1
국민성,Noun,10,1
국밥,Noun,7,2
국보,Noun,6,1
국뽕,Noun,10,2
국산,Noun,10,1
국어,Noun,6,1
군,Suffix,5,1
군,Suffix,9,3
군,Suffix,10,2
군대,Noun,1,1
군더더기,Noun,9,1
군데,Noun,10,3
군림,Noun,6,1
군림,Noun,10,1
군무,Noun,6,1
굳,Adjective,1,1
굳,Adjective,2,1
굳,Adjective,8,4
굳,Adjective,9,4
굳,Adjective,10,15
굳굳귣,Noun,10,1
굳어서,Adjective,10,1
굳우,Adjective,10,1
굳은,Adjective,7,1
굳이,Noun,1,1
굳이,Noun,3,1
굳이,Noun,4,1
굳이,Noun,5,2
굳이,Noun,6,7
굳이,Noun,7,2
굳이,Noun,8,1
굳이,Noun,9,2
굳이,Noun,10,9
굴,Noun,5,1
굴어서,Adjective,8,1
굴지말자,Adjective,10,1
굵게,Adjective,10,1
굼뱅,Noun,10,1
굼벵이,Noun,10,1
굿,Noun,6,1
굿,Noun,8,9
굿,Noun,9,4
굿,Noun,10,38
굿굿,Noun,8,1
굿굿,Noun,9,3
굿굿,Noun,10,14
굿굿굿,Noun,10,3
굿굿굿굿,Noun,8,1
굿굿굿굿,Noun,10,1
굿궁,Noun,10,1
굿잼,Noun,10,2
궁,Noun,8,1
궁,Noun,10,1
궁금,Noun,10,1
궁금증,Noun,9,1
궁금증,Noun,10,1
궁금하고,Adjective,10,1
궁금하다,Adjective,9,1
궁금하다,Adjective,10,1
궁금하진,Adjective,9,1
궁금한데,Adjective,7,1
궁금함,Adjective,4,1
궁금해,Adjective,10,1
궁금해서,Adjective,10,1
궁금했는데,Adjective,8,1
궁금했는데,Adjective,10,1
궁금했었는데,Adjective,10,1
궁지,Noun,9,1
궁합,Noun,8,1
궂,Noun,8,1
권,Noun,10,1
권,Suffix,7,1
권,Suffix,10,5
권력,Noun,4,1
권력,Noun,7,1
권력,Noun,8,1
권력,Noun,10,1
권선,Noun,10,2
권장,Noun,10,1
권하고,Verb,6,1
귀,Modifier,1,2
귀,Modifier,4,2
귀,Modifier,5,3
귀,Modifier,6,5
귀,Modifier,7,1
귀,Modifier,8,11
귀,Modifier,9,7
귀,Modifier,10,40
귀,Noun,2,1
귀,Noun,6,2
귀,Noun,7,2
귀,Noun,8,5
귀,Noun,9,3
귀,Noun,10,15
귀가,Noun,9,2
귀가,Noun,10,9
귀르가즘,Noun,8,1
귀르가즘,Noun,10,3
귀얍,Noun,10,1
귀어,Noun,6,1
귀어,Noun,10,1
귀여,Adjective,8,1
귀여,Adjective,10,5
귀여미,Noun,9,1
귀여어,Adjective,8,1
귀여어,Adjective,10,2
귀여어요,Adjective,10,1
귀여오,Adjective,10,1
귀여운,Adjective,1,2
귀여운,Adjective,4,3
귀여운,Adjective,5,1
귀여운,Adjective,6,4
귀여운,Adjective,7,1
귀여운,Adjective,8,7
귀여운,Adjective,9,1
귀여운,Adjective,10,17
귀여운거,Adjective,8,1
귀여운거,Adjective,10,2
귀여운것,Adjective,7,1
귀여운것,Adjective,10,1
귀여운게,Adjective,8,1
귀여운데,Adjective,10,2
귀여운듯,Adjective,10,1
귀여워,Adjective,6,1
귀여워,Adjective,7,1
귀여워,Adjective,8,2
귀여워,Adjective,9,3
귀여워,Adjective,10,33
귀여워만,Adjective,10,1
귀여워서,Adjective,6,2
귀여워서,Adjective,7,2
귀여워서,Adjective,8,1
귀여워서,Adjective,9,3
귀여워서,Adjective,10,23
귀여워여,Adjective,6,1
귀여워요,Adjective,2,1
귀여워요,Adjective,4,1
귀여워요,Adjective,6,1
귀여워요,Adjective,8,7
귀여워요,Adjective,9,1
귀여워요,Adjective,10,21
귀여워졌고,Adjective,10,1
귀여워주,Adjective,10,1
귀여웠,Adjective,10,1
귀여웠고,Adjective,8,3
귀여웠고,Adjective,9,2
귀여웠고,Adjective,10,6
귀여웠네요,Adjective,8,1
귀여웠는데,Adjective,10,1
귀여웠다,Adjective,2,1
귀여웠다,Adjective,4,2
귀여웠다,Adjective,6,1
귀여웠다,Adjective,7,1
귀여웠다,Adjective,8,2
귀여웠다,Adjective,9,1
귀여웠다,Adjective,10,6
귀여웠당,Adjective,10,1
귀여웠던거,Adjective,5,1
귀여웠습니다,Adjective,5,1
귀여웠습니다,Adjective,10,2
귀여웠어,Adjective,10,3
귀여웠어요,Adjective,6,1
귀여웠어요,Adjective,8,3
귀여웠어요,Adjective,9,2
귀여웠어요,Adjective,10,10
귀여웠어용,Adjective,10,3
귀여웠요,Adjective,10,1
귀여웠으면,Adjective,10,1
귀여웠음,Adjective,8,1
귀여웠음,Adjective,9,1
귀여웠음,Adjective,10,6
귀여웡,Noun,10,5
귀염,Noun,10,6
귀염뽀쨕,Noun,10,1
귀엽,Adjective,8,1
귀엽,Adjective,9,1
귀엽,Adjective,10,8
귀엽거나,Adjective,8,1
귀엽게,Adjective,9,1
귀엽게,Adjective,10,1
귀엽고,Adjective,2,1
귀엽고,Adjective,4,2
귀엽고,Adjective,6,4
귀엽고,Adjective,7,2
귀엽고,Adjective,8,10
귀엽고,Adjective,9,8
귀엽고,Adjective,10,62
귀엽고요,Adjective,10,1
귀엽구,Adjective,10,7
귀엽구요,Adjective,10,1
귀엽군요,Adjective,8,1
귀엽기만,Adjective,1,1
귀엽기만,Adjective,8,1
귀엽긴,Adjective,8,1
귀엽긴,Adjective,10,1
귀엽네,Adjective,10,1
귀엽네요,Adjective,6,1
귀엽네요,Adjective,9,2
귀엽네요,Adjective,10,7
귀엽다,Adjective,5,2
귀엽다,Adjective,6,1
귀엽다,Adjective,7,1
귀엽다,Adjective,8,2
귀엽다,Adjective,9,3
귀엽다,Adjective,10,9
귀엽다를,Adjective,9,1
귀엽다요,Adjective,10,1
귀엽당,Adjective,10,1
귀엽더군요,Adjective,9,1
귀엽더라,Adjective,10,1
귀엽습니다,Adjective,9,1
귀엽습니다,Adjective,10,3
귀엽잖아,Adjective,10,1
귀엽지,Adjective,8,1
귀엽지만,Adjective,8,1
귀엽지만,Adjective,10,1
귀엽진,Adjective,10,1
귀요미,Noun,4,1
귀요미,Noun,8,1
귀요미,Noun,10,4
귀욤,Noun,10,1
귀의,Noun,10,1
귀찮았죠,Adjective,2,1
귀환,Noun,4,1
귀환,Noun,6,1
귀환,Noun,9,1
귀환,Noun,10,1
규,Noun,1,1
균형,Noun,8,2
균형,Noun,9,1
균형,Noun,10,1
귣,Noun,10,1
그,Determiner,1,2
그,Determiner,2,9
그,Determiner,3,1
그,Determiner,4,4
그,Determiner,5,4
그,Determiner,6,15
그,Determiner,7,6
그,Determiner,8,27
그,Determiner,9,5
그,Determiner,10,88
그,Noun,1,9
그,Noun,2,6
그,Noun,3,3
그,Noun,4,17
그,Noun,5,10
그,Noun,6,30
그,Noun,7,11
그,Noun,8,31
그,Noun,9,18
그,Noun,10,123
그거,Noun,2,2
그거,Noun,4,1
그거,Noun,5,1
그거,Noun,6,2
그거,Noun,7,1
그거,Noun,8,1
그거,Noun,10,6
그건,Adverb,2,2
그건,Adverb,7,3
그건,Adverb,8,1
그건,Adverb,9,2
그건,Adverb,10,7
그걸,Adverb,2,1
그걸,Adverb,3,1
그걸,Adverb,8,1
그걸,Adverb,9,3
그걸,Adverb,10,4
그것,Noun,4,1
그것,Noun,5,3
그것,Noun,6,1
그것,Noun,8,3
그것,Noun,10,10
그게,Noun,1,2
그게,Noun,2,4
그게,Noun,3,1
그게,Noun,6,7
그게,Noun,7,3
그게,Noun,8,6
그게,Noun,9,1
그게,Noun,10,3
그나,Noun,6,1
그나마,Adverb,3,1
그나마,Adverb,6,11
그나마,Adverb,7,1
그나마,Adverb,8,6
그나저나,Adverb,9,2
그날,Noun,1,1
그냥,Modifier,1,1
그냥,Modifier,4,1
그냥,Modifier,5,1
그냥,Modifier,6,5
그냥,Modifier,7,4
그냥,Modifier,8,5
그냥,Modifier,10,4
그냥,Noun,1,22
그냥,Noun,2,20
그냥,Noun,3,6
그냥,Noun,4,34
그냥,Noun,5,20
그냥,Noun,6,59
그냥,Noun,7,27
그냥,Noun,8,32
그냥,Noun,9,6
그냥,Noun,10,93
그니까,Conjunction,10,1
그다지,Noun,6,1
그다지,Noun,10,1
그닥,Noun,1,2
그닥,Noun,2,1
그닥,Noun,3,1
그닥,Noun,4,5
그닥,Noun,5,1
그닥,Noun,6,6
그닥,Noun,7,1
그닥,Noun,8,2
그닥,Noun,9,1
그대,Noun,6,1
그대,Noun,8,1
그대,Noun,10,1
그대로,Noun,1,4
그대로,Noun,2,1
그대로,Noun,4,3
그대로,Noun,5,3
그대로,Noun,6,7
그대로,Noun,7,4
그대로,Noun,8,21
그대로,Noun,9,17
그대로,Noun,10,77
그따위,Noun,10,1
그딴,Modifier,4,1
그딴,Modifier,10,1
그때,Noun,1,1
그때,Noun,4,1
그때,Noun,5,2
그때,Noun,6,2
그때,Noun,8,3
그때,Noun,9,6
그때,Noun,10,18
그래,Adjective,2,1
그래,Adjective,6,1
그래도,Adjective,6,1
그래도,Adverb,2,3
그래도,Adverb,3,1
그래도,Adverb,4,2
그래도,Adverb,5,3
그래도,Adverb,6,21
그래도,Adverb,7,23
그래도,Adverb,8,61
그래도,Adverb,9,24
그래도,Adverb,10,57
그래두,Adjective,6,1
그래서,Adverb,1,3
그래서,Adverb,3,1
그래서,Adverb,4,1
그래서,Adverb,6,3
그래서,Adverb,7,1
그래서,Adverb,8,10
그래서,Adverb,9,3
그래서,Adverb,10,11
그래요,Adjective,4,1
그래요,Adjective,6,2
그래픽,Noun,1,15
그래픽,Noun,2,15
그래픽,Noun,3,2
그래픽,Noun,4,25
그래픽,Noun,5,12
그래픽,Noun,6,53
그래픽,Noun,7,19
그래픽,Noun,8,52
그래픽,Noun,9,18
그래픽,Noun,10,86
그랫,Noun,10,1
그랫다,Noun,6,1
그랬,Adjective,10,1
그랬구나,Exclamation,6,1
그랬긴,Adjective,10,1
그랬나,Adjective,4,1
그랬냐,Adjective,4,2
그랬냐,Adjective,8,5
그랬냐,Adjective,9,2
그랬냐,Adjective,10,8
그랬네요,Adjective,7,1
그랬네요,Adjective,10,1
그랬는데,Conjunction,8,2
그랬는데,Conjunction,10,1
그랬는지,Adjective,10,3
그랬니,Adjective,7,1
그랬다,Adjective,4,1
그랬다,Adjective,6,1
그랬다,Adjective,7,1
그랬다,Adjective,8,1
그랬다,Adjective,10,2
그랬다고,Conjunction,6,1
그랬던거,Adjective,7,1
그랬던것,Adjective,5,1
그랬슴다,Noun,4,1
그랬어,Adjective,5,1
그랬어요,Adjective,6,2
그랬어요,Adjective,8,1
그랬어요,Adjective,10,1
그랬을거다,Adjective,10,1
그랬을까요,Adjective,6,1
그랬음,Adjective,5,1
그랬음,Adjective,6,1
그랬음,Adjective,7,2
그랬음,Adjective,8,1
그랬음,Adjective,10,1
그랬지,Adjective,5,1
그랬지만,Adjective,2,1
그랬지만,Adjective,6,1
그러,Adjective,6,1
그러고,Adjective,8,1
그러길래,Adjective,10,1
그러나,Conjunction,2,1
그러나,Conjunction,5,3
그러나,Conjunction,6,7
그러나,Conjunction,7,2
그러나,Conjunction,8,11
그러나,Conjunction,9,2
그러나,Conjunction,10,1
그러네,Adjective,6,1
그러네요,Adjective,10,1
그러는,Adjective,10,1
그러는데,Adjective,1,1
그러는데,Adjective,6,1
그러는데,Adjective,10,4
그러니,Adjective,4,1
그러니,Adjective,7,1
그러니,Adjective,10,1
그러니까,Adverb,10,1
그러다,Adjective,1,1
그러다,Adjective,4,1
그러다,Adjective,8,2
그러더라,Adjective,10,1
그러디,Adjective,10,1
그러면,Adverb,8,1
그러면,Adverb,10,1
그러시는데,Adjective,10,1
그러진,Adjective,4,1
그러한,Adjective,6,1
그럭저럭,Adverb,2,2
그럭저럭,Adverb,6,3
그럭저럭,Adverb,7,2
그럭저럭,Adverb,8,4
그럭저럭,Adverb,9,1
그런,Adjective,2,1
그런,Adjective,3,1
그런,Adjective,4,1
그런,Adjective,6,4
그런,Adjective,7,3
그런,Adjective,8,8
그런,Adjective,9,4
그런,Adjective,10,6
그런,Modifier,1,2
그런,Modifier,4,1
그런,Modifier,6,3
그런,Modifier,7,1
그런,Modifier,8,2
그런,Modifier,9,1
그런,Modifier,10,10
그런거,Adjective,6,1
그런거,Adjective,8,1
그런거,Adjective,9,1
그런거,Adjective,10,2
그런거니,Adjective,8,1
그런거였다,Adjective,10,1
그런건,Adjective,9,1
그런것치곤,Adjective,10,1
그런게,Adjective,1,1
그런게,Adjective,5,1
그런게,Adjective,9,1
그런데,Conjunction,2,1
그런데,Conjunction,3,1
그런데,Conjunction,5,1
그런데,Conjunction,6,5
그런데,Conjunction,7,2
그런데,Conjunction,8,8
그런데,Conjunction,9,1
그런데,Conjunction,10,4
그런데도,Adjective,10,2
그런듯,Adjective,6,2
그런듯,Adjective,7,1
그런지,Adjective,1,1
그런지,Adjective,2,3
그런지,Adjective,4,4
그런지,Adjective,5,3
그런지,Adjective,6,18
그런지,Adjective,7,9
그런지,Adjective,8,23
그런지,Adjective,9,9
그런지,Adjective,10,32
그런지는,Adjective,10,1
그럴,Adjective,8,1
그럴,Adjective,10,2
그럴거면,Adjective,8,1
그럴거면,Adjective,10,1
그럴것,Adjective,10,1
그럴까,Adjective,8,1
그럴듯한,Adjective,6,1
그럴듯했음,Adjective,8,1
그럴만,Adjective,10,1
그럼,Adjective,2,1
그럼,Adjective,5,1
그럼,Adjective,6,1
그럼,Adjective,8,3
그럼,Adjective,10,8
그럼에도,Adjective,8,2
그럼에도,Adjective,9,2
그럼에도,Adjective,10,2
그렁그렁,Adverb,9,1
그렇게,Adverb,6,3
그렇게,Adverb,7,3
그렇게,Adverb,8,11
그렇게,Adverb,9,2
그렇게,Adverb,10,12
그렇게나,Adjective,1,1
그렇고,Adjective,4,4
그렇고,Adjective,6,2
그렇고,Adjective,7,1
그렇고,Adjective,8,2
그렇고,Adjective,10,11
그렇구,Adjective,6,1
그렇구만,Adjective,6,1
그렇기에,Adjective,10,1
그렇긴,Adjective,9,1
그렇긴,Adjective,10,1
그렇네,Adjective,9,1
그렇네요,Adjective,1,1
그렇네요,Adjective,2,1
그렇네요,Adjective,6,1
그렇네요,Adjective,8,1
그렇다,Adjective,2,1
그렇다,Adjective,3,2
그렇다,Adjective,6,1
그렇다,Adjective,7,2
그렇다고,Conjunction,4,1
그렇다고,Conjunction,6,1
그렇다고,Conjunction,8,4
그렇다는것,Adjective,5,1
그렇다치더라도,Adjective,6,1
그렇더니,Adjective,7,1
그렇더라구요,Adjective,8,1
그렇듯,Adjective,1,1
그렇습니다,Adjective,3,1
그렇습니다,Adjective,6,1
그렇잖아도,Adjective,8,1
그렇지,Adjective,6,1
그렇지,Adjective,8,2
그렇지,Adjective,10,2
그렇지만,Conjunction,4,1
그렇지만,Conjunction,8,1
그렇지만,Conjunction,9,1
그렇지만,Conjunction,10,1
그렇지만은,Adjective,8,1
그레이,Noun,10,1
그레픽,Noun,1,1
그려,Verb,8,1
그려,Verb,10,2
그려내기,Verb,8,1
그려도,Verb,2,1
그려질,Verb,10,1
그려짐,Verb,4,1
그렸다면,Verb,10,1
그릉,Noun,9,1
그리,Verb,2,2
그리,Verb,7,1
그리,Verb,10,2
그리고,Conjunction,1,2
그리고,Conjunction,2,4
그리고,Conjunction,3,2
그리고,Conjunction,4,3
그리고,Conjunction,5,5
그리고,Conjunction,6,17
그리고,Conjunction,7,7
그리고,Conjunction,8,20
그리고,Conjunction,9,5
그리고,Conjunction,10,71
그리고내가,Verb,1,1
그리구,Verb,10,1
그리는,Verb,10,1
그리운,Adjective,9,1
그리운,Adjective,10,1
그리움,Noun,6,1
그리움,Noun,7,1
그리움,Noun,8,1
그리워졌다,Adjective,10,1
그리워졌음,Adjective,7,1
그리워지게,Adjective,10,1
그리워지네,Adjective,4,1
그리워지는,Adjective,4,1
그리워지더라,Adjective,4,1
그리워지더라,Adjective,6,1
그리웠다,Adjective,9,1
그린,Noun,6,1
그린,Noun,10,1
그림,Noun,6,3
그림,Noun,10,5
그림이어야,Verb,10,1
그림자,Noun,8,1
그립고,Verb,10,1
그립네,Verb,6,1
그립다,Verb,5,1
그립다,Verb,6,1
그립습니다,Verb,6,1
그만,Adverb,2,1
그만,Adverb,7,1
그만,Adverb,10,1
그만,Modifier,10,1
그만큼,Adverb,5,1
그만큼,Adverb,9,1
그만큼,Adverb,10,2
그만하고,Adjective,1,1
그만해라,Adjective,10,1
그만했으면,Adjective,6,1
그야말로,Adverb,2,1
그야말로,Adverb,8,1
그야말로,Adverb,10,1
그이,Noun,5,1
그저,Adverb,1,2
그저,Adverb,3,3
그저,Adverb,5,2
그저,Adverb,6,2
그저,Adverb,7,2
그저,Adverb,8,5
그저,Adverb,9,4
그저,Adverb,10,12
그중,Adverb,10,1
그치만,Verb,4,1
그치만,Verb,6,1
그치만,Verb,7,1
그치만,Verb,8,3
그치만,Verb,10,3
그치지,Verb,10,2
그특유,Noun,8,1
극,Modifier,4,3
극,Modifier,5,1
극,Modifier,6,1
극,Modifier,8,7
극,Modifier,9,2
극,Modifier,10,10
극,Noun,6,1
극,Noun,8,1
극,Noun,10,1
극,Suffix,5,1
극,Suffix,10,7
극대,Noun,10,2
극도,Noun,8,2
극복,Noun,8,1
극본,Noun,10,1
