형태소,품사,분류,카운트
건가,Noun,9.0,1
건가,Noun,10.0,2
건너,Noun,5.0,1
건들,Adverb,10.0,1
건방,Noun,8.0,1
건방지게,Adjective,10.0,1
건아,Noun,1.0,1
건아,Noun,3.0,1
건아,Noun,4.0,1
건정,Adverb,9.0,1
건졌다,Verb,10.0,1
건좀,Noun,1.0,1
건지,Verb,1.0,2
건지,Verb,3.0,1
건지,Verb,5.0,1
건지,Verb,6.0,1
건지,Verb,8.0,1
건지,Verb,9.0,1
건지,Verb,10.0,3
건진,Verb,10.0,1
건질,Verb,4.0,1
건질건,Verb,1.0,1
건짐,Verb,5.0,1
걸,Noun,1.0,9
걸,Noun,2.0,1
걸,Noun,3.0,2
걸,Noun,4.0,1
걸,Noun,5.0,2
걸,Noun,6.0,1
걸,Noun,7.0,3
걸,Noun,8.0,2
걸,Noun,9.0,1
걸,Noun,10.0,14
걸까,Verb,1.0,1
걸까,Verb,10.0,2
걸려든,Verb,3.0,1
걸뭐,Noun,9.0,1
걸봄,Noun,9.0,1
걸작,Noun,5.0,1
걸작,Noun,9.0,2
걸작,Noun,10.0,1
걸쳐,Verb,1.0,1
걸텐데,Verb,8.0,1
검,Noun,4.0,1
검색,Noun,10.0,1
검색어,Noun,8.0,1
겁나,Verb,8.0,1
겁나,Verb,10.0,1
겁니다,Verb,1.0,1
겁니다,Verb,6.0,1
겁니다,Verb,9.0,1
겁니다,Verb,10.0,2
것,Noun,1.0,12
것,Noun,2.0,4
것,Noun,3.0,1
것,Noun,4.0,7
것,Noun,5.0,7
것,Noun,6.0,12
것,Noun,7.0,10
것,Noun,8.0,12
것,Noun,9.0,16
것,Noun,10.0,60
것임,Noun,10.0,1
겉,Noun,5.0,1
겉,Noun,6.0,1
겉보기,Noun,9.0,1
겉옷,Noun,3.0,1
겉옷,Noun,6.0,1
게,Josa,1.0,19
게,Josa,2.0,3
게,Josa,3.0,1
게,Josa,4.0,2
게,Josa,5.0,2
게,Josa,6.0,7
게,Josa,7.0,6
게,Josa,8.0,6
게,Josa,9.0,5
게,Josa,10.0,31
게,Noun,1.0,4
게,Noun,4.0,2
게,Noun,5.0,2
게,Noun,6.0,3
게,Noun,7.0,3
게,Noun,9.0,3
게,Noun,10.0,6
게다가,Noun,4.0,2
게다가,Noun,10.0,3
게뭐임,Noun,1.0,1
게왜,Noun,1.0,1
게왜,Noun,8.0,1
게을러졌다,Adjective,4.0,1
게임,Noun,1.0,1
게임,Noun,2.0,1
게임,Noun,5.0,1
게임,Noun,6.0,4
게임,Noun,8.0,1
게임,Noun,10.0,1
게재,Noun,7.0,2
게재,Noun,10.0,2
게훨배,Noun,10.0,1
겟,Noun,10.0,1
겠군요,Verb,6.0,1
겠네요,Verb,2.0,1
겠다내,Verb,10.0,1
겠지만,Verb,10.0,3
겨,Noun,5.0,1
겨,Noun,10.0,2
겨가길,Verb,6.0,1
겨냥,Noun,4.0,1
겨드랑이,Noun,4.0,1
겨우,Noun,5.0,1
겨우,Noun,6.0,1
겨울잠,Noun,6.0,1
겨지네요,Verb,10.0,1
격는,Noun,10.0,1
격렬한,Adjective,10.0,1
격투,Noun,6.0,1
겪고,Verb,10.0,1
결과,Noun,6.0,1
결과,Noun,9.0,1
결과물,Noun,7.0,1
결국,Adverb,4.0,1
결국,Adverb,5.0,1
결국,Adverb,7.0,2
결국,Adverb,8.0,1
결국,Adverb,9.0,2
결국,Adverb,10.0,2
결론,Noun,3.0,1
결론,Noun,6.0,1
결말,Noun,4.0,6
결말,Noun,5.0,4
결말,Noun,6.0,4
결말,Noun,7.0,6
결말,Noun,8.0,5
결말,Noun,9.0,7
결말,Noun,10.0,12
결벽증,Noun,5.0,1
결여,Noun,6.0,1
결정,Noun,7.0,1
결합,Noun,9.0,1
결혼,Noun,1.0,1
결혼,Noun,4.0,1
결혼,Noun,6.0,2
결혼,Noun,10.0,3
결혼식,Noun,10.0,1
겹,Noun,6.0,1
경계,Noun,10.0,1
경우,Noun,1.0,1
경우,Noun,7.0,2
경이,Noun,10.0,1
경쟁,Noun,9.0,1
경쟁,Noun,10.0,1
경향,Noun,2.0,1
경험,Noun,10.0,3
계,Suffix,10.0,1
계로,Noun,9.0,1
계로,Noun,10.0,1
계성은,Noun,7.0,1
계속,Noun,1.0,2
계속,Noun,3.0,2
계속,Noun,4.0,3
계속,Noun,5.0,1
계속,Noun,6.0,2
계속,Noun,7.0,1
계속,Noun,9.0,1
계속,Noun,10.0,8
곘,Noun,10.0,1
고,Josa,1.0,11
고,Josa,2.0,3
고,Josa,3.0,2
고,Josa,4.0,1
고,Josa,5.0,3
고,Josa,6.0,9
고,Josa,7.0,4
고,Josa,8.0,15
고,Josa,9.0,3
고,Josa,10.0,41
고,Modifier,5.0,2
고,Modifier,9.0,1
고,Modifier,10.0,1
고,Noun,1.0,2
고,Noun,4.0,1
고,Noun,6.0,1
고,Noun,8.0,2
고,Noun,10.0,2
고갈,Noun,5.0,2
고고씽,Noun,10.0,1
고귀한,Adjective,7.0,1
고도,Noun,10.0,1
고등학교,Noun,10.0,1
고등학생,Noun,5.0,1
고딩,Noun,3.0,1
고따위,Modifier,6.0,1
고려,Noun,6.0,1
고르는,Verb,2.0,1
고마운,Adjective,5.0,2
고마워요,Adjective,10.0,1
고만,Modifier,4.0,2
고맙습니다,Adjective,10.0,1
고민,Noun,1.0,1
고민,Noun,10.0,3
고비,Noun,1.0,1
고생,Noun,1.0,1
고슴도치,Noun,10.0,1
고싶네요,Adjective,10.0,1
고안,Noun,4.0,1
고양이,Noun,3.0,1
고양이,Noun,6.0,4
고양이,Noun,7.0,1
고양이,Noun,8.0,2
고양이,Noun,9.0,1
고양이,Noun,10.0,9
고온,Noun,10.0,1
고요,Noun,10.0,1
고욤,Noun,10.0,1
고유,Noun,9.0,1
고자,Noun,10.0,1
고작,Noun,6.0,1
고전,Noun,5.0,1
고정,Noun,6.0,1
고정관념,Noun,7.0,1
고지식한,Adjective,10.0,1
고치,Noun,10.0,1
고플꺼야라고,Adjective,10.0,1
고하,Noun,10.0,1
고해,Noun,1.0,1
고해,Noun,5.0,1
곤,Noun,5.0,1
곤,Noun,8.0,1
곤,Noun,10.0,1
곤란해요,Adjective,8.0,1
곧,Noun,6.0,1
곧곧,Noun,10.0,1
골,Noun,6.0,1
골든라즈베리,Noun,1.0,1
골았어요,Verb,1.0,1
곱씹을,Verb,10.0,1
곳,Noun,10.0,1
곳곳,Noun,10.0,1
공,Modifier,8.0,1
공,Modifier,9.0,1
공,Noun,6.0,1
공간,Noun,8.0,2
공감,Noun,1.0,1
공감,Noun,3.0,2
공감,Noun,5.0,1
공감,Noun,7.0,1
공감,Noun,8.0,1
공감,Noun,10.0,1
공룡,Noun,1.0,2
공룡,Noun,9.0,1
공부,Noun,5.0,1
공부,Noun,9.0,1
공부,Noun,10.0,1
공식,Noun,1.0,1
공식,Noun,5.0,1
공원,Noun,9.0,1
공장,Noun,7.0,1
공장,Noun,8.0,1
공주,Noun,4.0,1
공주,Noun,6.0,1
공주,Noun,10.0,1
공짜,Noun,4.0,1
공짜,Noun,6.0,1
공짜,Noun,10.0,2
공포,Noun,4.0,1
공포,Noun,10.0,2
곸,Noun,1.0,1
과,Josa,1.0,7
과,Josa,2.0,1
과,Josa,3.0,7
과,Josa,4.0,6
과,Josa,5.0,18
과,Josa,6.0,20
과,Josa,7.0,28
과,Josa,8.0,28
과,Josa,9.0,16
과,Josa,10.0,75
과,Noun,1.0,2
과,Noun,2.0,1
과,Noun,5.0,1
과,Noun,8.0,1
과,Noun,10.0,1
과거,Noun,5.0,1
과거,Noun,10.0,1
과극,Noun,4.0,1
과극,Noun,9.0,1
과극,Noun,10.0,2
과는,Josa,8.0,2
과는,Josa,9.0,1
과는,Josa,10.0,2
과대,Noun,5.0,2
과도,Josa,10.0,1
과도,Noun,10.0,1
과언,Noun,10.0,1
과연,Noun,5.0,1
과연,Noun,7.0,1
과연,Noun,10.0,4
과의,Josa,5.0,2
과잉,Noun,5.0,1
과장,Noun,7.0,1
과학기술,Noun,8.0,1
관,Noun,1.0,1
관,Noun,8.0,2
관,Noun,10.0,2
관객,Noun,3.0,1
관객,Noun,5.0,1
관객,Noun,6.0,1
관객,Noun,7.0,1
관객,Noun,10.0,1
관대하니까,Adjective,7.0,1
관람,Noun,1.0,9
관람,Noun,2.0,3
관람,Noun,3.0,1
관람,Noun,5.0,1
관람,Noun,6.0,1
관람,Noun,7.0,4
관람,Noun,9.0,1
관람,Noun,10.0,6
관심,Noun,6.0,1
관심,Noun,7.0,1
관심,Noun,9.0,1
관심,Noun,10.0,2
관점,Noun,9.0,1
관점,Noun,10.0,3
광고,Noun,1.0,2
광고,Noun,5.0,1
광고,Noun,8.0,1
광고,Noun,10.0,2
광기,Noun,4.0,1
광기,Noun,9.0,1
광기,Noun,10.0,1
광신도,Noun,10.0,1
광팬,Noun,1.0,1
광팬,Noun,4.0,1
광팬,Noun,5.0,1
광팬,Noun,10.0,2
괘,Noun,7.0,1
괘찮네,Noun,7.0,1
괜,Noun,6.0,1
괜,Noun,8.0,2
괜,Noun,10.0,1
괜찬,Noun,8.0,1
괜찮,Adjective,10.0,1
괜찮게,Adjective,9.0,1
괜찮고,Adjective,7.0,1
괜찮고,Adjective,9.0,1
괜찮고,Adjective,10.0,1
괜찮긴,Adjective,6.0,1
괜찮네,Adjective,8.0,1
괜찮네,Adjective,10.0,1
괜찮네요,Adjective,9.0,1
괜찮네요,Adjective,10.0,2
괜찮다,Adjective,6.0,1
괜찮다,Adjective,8.0,2
괜찮다,Adjective,10.0,2
괜찮다고,Adjective,10.0,2
괜찮다는,Adjective,8.0,1
괜찮더라구요,Adjective,10.0,1
괜찮던,Adjective,10.0,1
괜찮던데,Adjective,8.0,1
괜찮던데,Adjective,10.0,6
괜찮던데요,Adjective,8.0,1
괜찮습니다,Adjective,8.0,1
괜찮습니다,Adjective,10.0,1
괜찮아,Adjective,7.0,1
괜찮아도,Adjective,3.0,1
괜찮아요,Adjective,1.0,1
괜찮아요,Adjective,2.0,1
괜찮아요,Adjective,8.0,3
괜찮아요,Adjective,9.0,1
괜찮아요,Adjective,10.0,2
괜찮앗고,Adjective,10.0,1
괜찮앗구,Adjective,10.0,1
괜찮았,Adjective,9.0,1
괜찮았고,Adjective,10.0,1
괜찮았네요,Adjective,10.0,1
괜찮았는데,Adjective,6.0,1
괜찮았는데,Adjective,8.0,1
괜찮았는데,Adjective,9.0,1
괜찮았는데,Adjective,10.0,2
괜찮았다,Adjective,2.0,1
괜찮았다,Adjective,6.0,1
괜찮았다,Adjective,8.0,3
괜찮았다,Adjective,10.0,2
괜찮았던,Adjective,8.0,1
괜찮았던,Adjective,10.0,1
괜찮았던거,Adjective,9.0,1
괜찮았던거,Adjective,10.0,1
괜찮았습니다,Adjective,8.0,1
괜찮았습니다,Adjective,9.0,1
괜찮았습니다,Adjective,10.0,1
괜찮았어,Adjective,10.0,1
괜찮았어요,Adjective,7.0,1
괜찮았어요,Adjective,8.0,2
괜찮았어요,Adjective,9.0,1
괜찮았어요,Adjective,10.0,2
괜찮았으나,Adjective,8.0,2
괜찮았음,Adjective,7.0,1
괜찮았음,Adjective,8.0,5
괜찮았음,Adjective,9.0,5
괜찮았음,Adjective,10.0,3
괜찮았지만,Adjective,7.0,1
괜찮으나,Adjective,7.0,1
괜찮은,Adjective,7.0,3
괜찮은,Adjective,8.0,4
괜찮은,Adjective,9.0,3
괜찮은,Adjective,10.0,6
괜찮은데,Adjective,7.0,1
괜찮은데,Adjective,9.0,1
괜찮은데,Adjective,10.0,2
괜찮을,Adjective,10.0,1
괜찮음,Adjective,8.0,1
괜찮음,Adjective,9.0,1
괜찮음,Adjective,10.0,2
괜찮지만,Adjective,2.0,1
괜찮지만,Adjective,6.0,1
괜찮지만,Adjective,8.0,1
괜춘,Noun,7.0,1
괜춘,Noun,8.0,2
괜히,Adverb,1.0,10
괜히,Adverb,2.0,1
괜히,Adverb,3.0,2
괜히,Adverb,4.0,3
괜히,Adverb,6.0,1
괜히,Adverb,10.0,2
괞찬,Noun,10.0,1
괴로운,Adjective,2.0,1
괴롭게,Adjective,2.0,1
괴리,Noun,4.0,1
괴물,Noun,4.0,3
괴물,Noun,8.0,3
괴상한,Adjective,6.0,1
괴상함을,Adjective,9.0,1
괴짜,Noun,9.0,1
괴짜,Noun,10.0,1
괸찮앗다,Noun,10.0,2
괺찮,Noun,9.0,1
굉장한,Adjective,8.0,1
굉장한,Adjective,10.0,1
굉장함을,Adjective,10.0,1
굉장했던,Adjective,8.0,1
굉장히,Adjective,1.0,1
굉장히,Adjective,2.0,1
굉장히,Adjective,7.0,2
굉장히,Adjective,8.0,2
굉장히,Adjective,10.0,6
교육,Noun,4.0,1
교조주의,Noun,1.0,1
교편,Noun,10.0,1
교훈,Noun,1.0,3
교훈,Noun,7.0,1
교훈,Noun,8.0,2
교훈,Noun,10.0,10
구,Modifier,1.0,2
구,Modifier,5.0,1
구,Noun,1.0,1
구,Noun,4.0,1
구,Noun,5.0,1
구,Noun,6.0,1
구,Noun,10.0,3
구겨,Verb,7.0,1
구경,Noun,7.0,1
구경,Noun,9.0,1
구도,Noun,8.0,1
구라,Noun,2.0,1
구려,Noun,4.0,1
구루,Noun,10.0,2
구림,Noun,1.0,1
구매,Noun,10.0,1
구멍,Noun,1.0,1
구멍,Noun,7.0,1
구색,Noun,10.0,1
구석,Noun,7.0,1
구성,Noun,5.0,1
구성,Noun,7.0,3
구성,Noun,8.0,3
구성,Noun,9.0,2
구성,Noun,10.0,2
구세주,Noun,6.0,1
구심력,Noun,5.0,1
구운몽,Noun,10.0,1
구인,Noun,1.0,1
구점,Noun,9.0,1
구지,Noun,9.0,1
구천원,Noun,1.0,1
구체,Noun,2.0,1
구현,Noun,7.0,1
구현,Noun,8.0,1
구현,Noun,10.0,3
국,Noun,1.0,1
국가대표,Noun,1.0,1
국내,Noun,1.0,1
국내,Noun,8.0,1
국민,Noun,1.0,1
국산,Noun,7.0,1
군,Noun,5.0,1
군,Noun,7.0,1
군,Noun,9.0,1
군,Noun,10.0,1
군,Suffix,10.0,1
군대,Noun,4.0,1
군더더기,Noun,10.0,1
군데군데,Noun,8.0,1
군요,Eomi,5.0,1
굳,Adjective,5.0,1
굳,Adjective,6.0,1
굳,Adjective,8.0,2
굳,Adjective,10.0,15
굳나잇,Noun,1.0,1
굳어지는가,Verb,8.0,1
굳이,Noun,2.0,1
굳이,Noun,6.0,5
굳이,Noun,7.0,2
굳이,Noun,8.0,2
굳이,Noun,9.0,1
굳히기,Verb,10.0,1
굴,Noun,2.0,1
굴,Noun,6.0,1
굴,Noun,8.0,1
굴,Noun,10.0,1
굴러가는,Verb,8.0,1
굴러다니고,Verb,1.0,1
굴빡,Noun,10.0,1
굶주린,Verb,10.0,1
굿,Noun,5.0,1
굿,Noun,8.0,3
굿,Noun,9.0,9
굿,Noun,10.0,41
굿굿,Noun,10.0,2
굿굿굿,Noun,8.0,1
굿굿굿,Noun,10.0,4
굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿굿,Noun,10.0,1
궁,Noun,1.0,1
궁,Noun,10.0,1
궁금,Noun,10.0,2
궁금한,Adjective,6.0,1
궁금합니다,Adjective,10.0,1
궁금해지네,Adjective,10.0,1
궁금해지는데,Adjective,9.0,1
궁합,Noun,10.0,1
권,Noun,4.0,1
권,Noun,5.0,1
권,Noun,9.0,1
권,Noun,10.0,1
권력,Noun,9.0,1
권력자,Noun,1.0,1
권선,Noun,4.0,1
권선,Noun,7.0,1
권장,Noun,6.0,1
귀,Modifier,6.0,2
귀,Modifier,7.0,1
귀,Modifier,8.0,1
귀,Modifier,9.0,1
귀,Modifier,10.0,9
귀,Noun,6.0,1
귀,Noun,10.0,1
귀결,Noun,4.0,1
귀여,Adjective,9.0,1
귀여운,Adjective,7.0,1
귀여운,Adjective,8.0,4
귀여운,Adjective,9.0,1
귀여운,Adjective,10.0,3
귀여운것,Adjective,8.0,1
귀여워,Adjective,10.0,1
귀여워서,Adjective,7.0,1
귀여워서,Adjective,8.0,1
귀여워서,Adjective,10.0,1
귀여워요,Adjective,8.0,1
귀여워요,Adjective,9.0,1
귀여워요,Adjective,10.0,2
귀여웠고,Adjective,10.0,1
귀여웠어요,Adjective,9.0,1
귀여웠어요,Adjective,10.0,1
귀여웠음,Adjective,10.0,1
귀엽,Adjective,6.0,1
귀엽,Adjective,8.0,1
귀엽고,Adjective,8.0,1
귀엽고,Adjective,9.0,1
귀엽고,Adjective,10.0,5
귀엽군,Adjective,6.0,1
귀엽네요,Adjective,10.0,3
귀엽다,Adjective,9.0,1
귀엽다,Adjective,10.0,1
귀엽다고,Adjective,5.0,1
귀엽더군,Adjective,5.0,1
귀엽던데,Adjective,10.0,1
귀엽습니다,Adjective,10.0,1
귀엽지안나여,Adjective,10.0,1
귀욤,Noun,10.0,1
귀찮아서,Adjective,1.0,1
귀찮은,Adjective,1.0,1
그,Determiner,1.0,6
그,Determiner,2.0,1
그,Determiner,4.0,2
그,Determiner,5.0,4
그,Determiner,6.0,7
그,Determiner,7.0,13
그,Determiner,8.0,6
그,Determiner,9.0,5
그,Determiner,10.0,18
그,Modifier,4.0,1
그,Modifier,6.0,2
그,Modifier,7.0,2
그,Noun,3.0,3
그,Noun,4.0,4
그,Noun,5.0,3
그,Noun,6.0,7
그,Noun,7.0,5
그,Noun,8.0,7
그,Noun,9.0,6
그,Noun,10.0,27
그거,Noun,1.0,1
그거,Noun,5.0,1
그거,Noun,6.0,1
그거,Noun,10.0,2
그건,Adverb,7.0,1
그건,Adverb,9.0,1
그건,Adverb,10.0,1
그걸,Adverb,1.0,1
그걸,Adverb,10.0,1
그것,Noun,1.0,1
그것,Noun,4.0,1
그것,Noun,5.0,2
그것,Noun,6.0,2
그것,Noun,7.0,3
그것,Noun,10.0,1
그게,Noun,1.0,4
그게,Noun,2.0,1
그게,Noun,3.0,1
그게,Noun,5.0,1
그게,Noun,6.0,1
그게,Noun,7.0,2
그게,Noun,9.0,1
그나마,Adverb,1.0,1
그나마,Adverb,2.0,1
그나마,Adverb,3.0,1
그나마,Adverb,4.0,2
그나마,Adverb,5.0,3
그나마,Adverb,6.0,3
그나마,Adverb,7.0,2
그나마,Adverb,8.0,2
그나저나,Adverb,8.0,1
그나저나,Adverb,9.0,1
그냥,Modifier,1.0,1
그냥,Modifier,5.0,2
그냥,Modifier,6.0,8
그냥,Modifier,7.0,7
그냥,Modifier,8.0,5
그냥,Modifier,9.0,1
그냥,Modifier,10.0,1
그냥,Noun,1.0,15
그냥,Noun,2.0,7
그냥,Noun,3.0,5
그냥,Noun,4.0,10
그냥,Noun,5.0,22
그냥,Noun,6.0,33
그냥,Noun,7.0,26
그냥,Noun,8.0,22
그냥,Noun,9.0,11
그냥,Noun,10.0,31
그녀,Noun,10.0,1
그다지,Noun,2.0,1
그다지,Noun,3.0,1
그다지,Noun,4.0,2
그다지,Noun,5.0,2
그다지,Noun,6.0,5
그다지,Noun,7.0,5
그다지,Noun,8.0,1
그다지,Noun,9.0,2
그다지,Noun,10.0,1
그닥,Noun,1.0,1
그닥,Noun,3.0,1
그닥,Noun,4.0,1
그닥,Noun,5.0,2
그닥,Noun,6.0,9
그닥,Noun,7.0,2
그닥,Noun,9.0,1
그닥없,Noun,10.0,1
그대로,Noun,1.0,1
그대로,Noun,2.0,1
그대로,Noun,3.0,2
그대로,Noun,5.0,1
그대로,Noun,6.0,3
그대로,Noun,7.0,2
그대로,Noun,8.0,1
그대로,Noun,10.0,4
그딴,Modifier,7.0,1
그때,Noun,1.0,1
그때,Noun,10.0,2
그떄,Noun,10.0,1
그라드,Noun,3.0,1
그래,Adjective,2.0,1
그래,Adjective,8.0,1
그래,Adjective,10.0,3
그래그래,Noun,4.0,1
그래도,Adverb,1.0,3
그래도,Adverb,5.0,1
그래도,Adverb,6.0,5
그래도,Adverb,7.0,21
그래도,Adverb,8.0,10
그래도,Adverb,9.0,9
그래도,Adverb,10.0,20
그래두,Adjective,9.0,1
그래서,Adverb,5.0,1
그래서,Adverb,6.0,1
그래서,Adverb,7.0,1
그래서,Adverb,8.0,1
그래서,Adverb,9.0,4
그래서,Adverb,10.0,2
그래요,Adjective,5.0,2
그래요,Adjective,6.0,3
그래요,Adjective,7.0,1
그래요,Adjective,8.0,1
그래픽,Noun,1.0,4
그래픽,Noun,2.0,3
그래픽,Noun,3.0,1
그래픽,Noun,4.0,5
그래픽,Noun,5.0,3
그래픽,Noun,6.0,6
그래픽,Noun,7.0,9
그래픽,Noun,8.0,3
그래픽,Noun,9.0,4
그래픽,Noun,10.0,26
그램,Noun,7.0,1
그랬는데,Conjunction,10.0,1
그랬는지,Adjective,7.0,1
그랬는지,Adjective,9.0,1
그랬다,Adjective,6.0,2
그랬다는,Adjective,5.0,1
그랬던,Adjective,7.0,1
그랬어요,Adjective,3.0,1
그랬어요,Adjective,5.0,2
그랬어요,Adjective,6.0,2
그랬어요,Adjective,8.0,2
그랬어요,Adjective,9.0,3
그랬음,Adjective,4.0,2
그랬음,Adjective,6.0,2
그랬음,Adjective,7.0,1
그랬지만,Adjective,10.0,1
그러,Adjective,9.0,1
그러고,Adjective,1.0,2
그러고,Adjective,6.0,1
그러나,Conjunction,4.0,1
그러나,Conjunction,5.0,1
그러나,Conjunction,6.0,3
그러나,Conjunction,7.0,2
그러나,Conjunction,8.0,4
그러네요,Adjective,6.0,1
그러는,Adjective,1.0,1
그러는거,Adjective,1.0,1
그러는지,Adjective,10.0,2
그러니,Adjective,8.0,1
그러니,Adjective,10.0,1
그러니까,Adverb,6.0,1
그러니까,Adverb,10.0,1
그러더라,Adjective,10.0,1
그러면,Adverb,4.0,1
그러셨어요,Adjective,4.0,1
그러셨어요,Adjective,5.0,1
그러시는지,Adjective,10.0,1
그러함,Adjective,6.0,1
그럭저럭,Adverb,5.0,3
그럭저럭,Adverb,6.0,3
그럭저럭,Adverb,7.0,6
그럭저럭,Adverb,8.0,9
그럭저럭,Adverb,10.0,2
그런,Adjective,5.0,1
그런,Adjective,6.0,5
그런,Adjective,10.0,6
그런,Modifier,1.0,3
그런,Modifier,4.0,4
그런,Modifier,5.0,3
그런,Modifier,6.0,3
그런,Modifier,7.0,6
그런,Modifier,8.0,3
그런,Modifier,9.0,1
그런,Modifier,10.0,6
그런거,Adjective,1.0,1
그런거,Adjective,10.0,3
그런건,Adjective,10.0,1
그런다,Adjective,7.0,1
그런대로,Adverb,7.0,1
그런데,Conjunction,5.0,1
그런데,Conjunction,6.0,3
그런데,Conjunction,7.0,1
그런데,Conjunction,8.0,4
그런데,Conjunction,9.0,1
그런데,Conjunction,10.0,1
그런듯,Adjective,8.0,1
그런지,Adjective,1.0,1
그런지,Adjective,2.0,1
그런지,Adjective,4.0,2
그런지,Adjective,5.0,1
그런지,Adjective,6.0,4
그런지,Adjective,7.0,5
그런지,Adjective,8.0,6
그런지,Adjective,9.0,2
그런지,Adjective,10.0,10
그런지는,Adjective,1.0,1
그런진,Adjective,1.0,1
그런진,Adjective,10.0,1
그럴,Adjective,5.0,1
그럴듯,Adjective,3.0,1
그럼,Adjective,4.0,1
그럼,Adjective,5.0,1
그럼,Adjective,6.0,2
그럼,Adjective,7.0,2
그럼,Adjective,8.0,2
그럼,Adjective,9.0,1
그럼,Adjective,10.0,7
그럼에도,Adjective,9.0,1
그럼에도,Adjective,10.0,1
그럼이거보다,Adjective,10.0,1
그럽니까,Adjective,6.0,1
그렇게,Adverb,1.0,2
그렇게,Adverb,2.0,1
그렇게,Adverb,3.0,1
그렇게,Adverb,5.0,1
그렇게,Adverb,6.0,1
그렇게,Adverb,7.0,3
그렇게,Adverb,8.0,1
그렇게,Adverb,9.0,2
그렇게,Adverb,10.0,2
그렇게도,Adjective,8.0,1
그렇고,Adjective,1.0,2
그렇고,Adjective,4.0,2
그렇고,Adjective,6.0,3
그렇고,Adjective,7.0,2
그렇고,Adjective,8.0,1
그렇기에,Adjective,8.0,1
그렇긴,Adjective,7.0,1
그렇긴,Adjective,8.0,1
그렇네요,Adjective,4.0,1
그렇네요,Adjective,6.0,1
그렇네요,Adjective,10.0,1
그렇다,Adjective,4.0,1
그렇다,Adjective,6.0,1
그렇다,Adjective,7.0,2
그렇다,Adjective,10.0,1
그렇다고,Conjunction,6.0,1
그렇다고,Conjunction,7.0,1
그렇다는,Adjective,5.0,1
그렇다만,Adjective,8.0,1
그렇죠,Adjective,1.0,1
그렇지,Adjective,5.0,2
그렇지,Adjective,8.0,1
그렇지,Adjective,9.0,1
그렇지,Adjective,10.0,3
그렇지만,Conjunction,8.0,1
그렇지만,Conjunction,10.0,5
그려,Verb,1.0,1
그려,Verb,8.0,1
그려,Verb,9.0,1
그려,Verb,10.0,3
그려내는,Verb,10.0,1
그렷잖,Noun,4.0,1
그렸네요,Verb,6.0,1
그로,Noun,9.0,1
그로,Noun,10.0,2
그로테스크,Noun,5.0,1
그로테스크,Noun,10.0,1
그리,Verb,1.0,1
그리,Verb,4.0,1
그리,Verb,6.0,2
그리고,Conjunction,1.0,1
그리고,Conjunction,4.0,2
그리고,Conjunction,5.0,2
그리고,Conjunction,6.0,3
그리고,Conjunction,7.0,1
그리고,Conjunction,8.0,3
그리고,Conjunction,9.0,1
그리고,Conjunction,10.0,23
그리고이,Verb,10.0,1
그리느냐에,Verb,10.0,1
그린,Noun,1.0,1
그림,Noun,6.0,2
그림,Noun,7.0,3
그림,Noun,10.0,3
그립다,Verb,5.0,1
그립다,Verb,6.0,1
그만,Adverb,1.0,2
그만,Adverb,2.0,1
그만,Modifier,6.0,2
그만큼,Adverb,5.0,1
그만큼,Adverb,7.0,1
그이,Noun,10.0,1
그저,Adverb,1.0,1
그저,Adverb,3.0,1
그저,Adverb,4.0,5
그저,Adverb,5.0,4
그저,Adverb,6.0,10
그저,Adverb,7.0,8
그저,Adverb,8.0,3
그저,Adverb,9.0,1
그저,Adverb,10.0,4
그저께,Noun,7.0,1
그치만,Verb,7.0,3
그치만,Verb,9.0,1
그치만,Verb,10.0,1
극,Modifier,1.0,1
극,Modifier,4.0,2
극,Modifier,6.0,1
극,Modifier,9.0,1
극,Modifier,10.0,6
극,Noun,10.0,1
극,Suffix,1.0,1
극,Suffix,10.0,1
극장,Noun,1.0,10
극장,Noun,2.0,1
극장,Noun,5.0,3
극장,Noun,6.0,4
극장,Noun,7.0,2
극장,Noun,8.0,5
극장,Noun,9.0,3
극장,Noun,10.0,15
극치,Noun,1.0,1
극치,Noun,5.0,1
근,Modifier,1.0,1
근,Modifier,7.0,1
근데,Adverb,1.0,1
근데,Adverb,3.0,1
근데,Adverb,5.0,2
근데,Adverb,6.0,6
근데,Adverb,7.0,9
근데,Adverb,8.0,10
근데,Adverb,9.0,11
근데,Adverb,10.0,18
글,Noun,1.0,3
글,Noun,4.0,1
글,Noun,5.0,2
글,Noun,7.0,1
글,Noun,10.0,4
글구,Noun,7.0,1
글구,Noun,10.0,1
글른,Noun,5.0,1
글쎄,Noun,5.0,1
글쎄,Noun,6.0,6
글쎄,Noun,7.0,1
글쎄요,Noun,5.0,1
글치,Noun,10.0,1
글픽,Noun,6.0,1
긁어,Verb,10.0,1
금,Noun,4.0,1
금,Noun,9.0,1
금금,Noun,7.0,1
금단,Noun,8.0,1
금물,Noun,5.0,1
금물,Noun,6.0,1
금방,Noun,8.0,1
금요일,Noun,1.0,1
금욜,Noun,8.0,1
금은,Noun,7.0,1
금지,Noun,1.0,1
급,Noun,1.0,1
급,Noun,2.0,1
급,Noun,3.0,1
급,Noun,4.0,1
급,Noun,5.0,2
급,Noun,10.0,1
급,Suffix,3.0,2
급,Suffix,5.0,1
급,Suffix,6.0,1
급,Suffix,10.0,1
